Player ▲,Nation,Pos,Squad,Comp,Age,Gls,Ast,Cluster,Cluster_Prob
Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,21,0.0,0.07,2,1.0
Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30,0.27,0.0,6,1.0
Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,26,0.22,0.0,0,0.9967030432311992
Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,27,0.31,0.0,0,0.9907423763700204
André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34,0.25,0.06,2,0.999999980491258
Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,32,0.27,0.0,4,0.9999999994176241
Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24,0.3,0.15,2,0.999375414559183
Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23,0.24,0.31,7,1.0
Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,26,0.08,0.16,2,0.9999999999998987
Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,24,0.19,0.1,2,0.9956990530762045
Cédric Bakambu,cd COD,FW,Betis,es La Liga,33,0.25,0.25,0,0.9974201702557927
Mitchel Bakker,nl NED,"FW,DF",Lille,fr Ligue 1,24,0.24,0.16,4,1.0
Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26,0.15,0.08,2,0.9999999999993632
Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21,0.11,0.11,2,0.9999934972343518
Keita Baldé,sn SEN,FW,Monza,it Serie A,29,0.28,0.0,2,0.9988258921535106
Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23,0.59,0.0,0,0.9999497124693816
Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28,0.0,0.11,2,0.9999999996853921
Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,23,0.0,0.15,0,0.9991955829533511
Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,22,0.0,0.0,0,0.9999999995061124
Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20,0.0,0.0,0,0.9999998521205289
Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21,0.58,0.41,7,0.9999975323550068
Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27,0.0,0.29,0,1.0
Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26,0.46,0.21,2,0.9999999998927886
Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,22,0.07,0.21,2,0.9999999999999982
Thierno Barry,fr FRA,FW,Villarreal,es La Liga,21,0.43,0.16,5,1.0
Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,30,0.91,0.0,0,0.9999999999869811
Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27,0.22,0.06,2,0.9999999999995195
Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29,0.18,0.09,4,1.0
Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33,0.53,0.0,0,1.0
Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,21,0.45,0.28,2,0.9999999998420233
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26,0.11,0.38,2,0.9999999999999593
Andrea Belotti,it ITA,FW,Como,it Serie A,30,0.3,0.0,0,0.9987232177130372
Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23,0.24,0.19,5,0.9999998833918152
Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19,0.31,0.15,7,0.9999999999999396
Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,23,0.0,0.0,0,0.9999376933389659
László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,26,0.31,0.15,2,0.9630409864196309
Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28,0.12,0.37,0,0.9905102277516766
Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29,0.23,0.27,7,1.0
Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26,0.27,0.27,0,0.9999965817764999
Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,de Bundesliga,25,0.5,0.14,2,0.9999999999398783
Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,25,0.0,0.42,0,0.9999998394917147
Beto,gw GNB,FW,Everton,eng Premier League,26,0.47,0.0,2,0.9999984606435026
Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21,0.96,0.15,3,1.0
El Bilal Touré,ml MLI,"FW,MF",Stuttgart,de Bundesliga,22,0.5,0.25,0,0.9999841894845799
Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,19,0.18,0.07,4,0.9999999972800087
Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,0.24,0.31,2,0.9999999999999716
Myron Boadu,nl NED,FW,Bochum,de Bundesliga,23,0.78,0.09,5,0.9999940247808381
Augustine Boakye,gh GHA,"FW,MF",Saint-Étienne,fr Ligue 1,23,0.37,0.0,2,0.9999695885235749
Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,27,0.09,0.17,2,0.9999999999999982
Adama Boiro,es ESP,"DF,FW",Athletic Club,es La Liga,22,0.0,0.0,2,1.0
Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,23,0.71,0.09,5,0.9999999998747064
Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,20,0.21,0.14,5,0.9999999999999893
Saïmon Bouabré,fr FRA,"MF,FW",Monaco,fr Ligue 1,18,0.0,0.0,0,0.9999809709679193
Badredine Bouanani,dz ALG,"MF,FW",Nice,fr Ligue 1,19,0.25,0.25,1,0.9999999901335599
Edoardo Bove,it ITA,"MF,FW",Fiorentina,it Serie A,22,0.11,0.22,2,0.9999999252761002
Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,27,0.39,0.24,1,0.999999999998666
Iker Bravo,es ESP,"FW,MF",Udinese,it Serie A,19,0.26,0.13,2,0.9970041443545623
Brenner,br BRA,"MF,FW",Udinese,it Serie A,24,0.23,0.47,0,0.999999008273894
Ben Brereton,cl CHI,FW,Southampton,eng Premier League,25,0.0,0.0,0,0.9949949511260102
Maximilian Breunig,de GER,"FW,MF",Heidenheim,de Bundesliga,23,0.51,0.0,3,0.9999999999880487
Nathan Broadhead,wls WAL,"MF,FW",Ipswich Town,eng Premier League,26,0.26,0.0,2,0.9998250845490207
Armando Broja,al ALB,FW,Everton,eng Premier League,22,0.0,0.0,0,0.9995948466951673
David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,27,0.19,0.0,2,0.9999999994376392
Moritz Broschinski,de GER,"FW,MF",Bochum,de Bundesliga,23,0.06,0.19,2,0.9999999999914699
Jacob Bruun Larsen,dk DEN,"MF,FW",Stuttgart,de Bundesliga,25,0.22,0.0,0,0.9999986389003838
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,de Bundesliga,25,0.45,0.45,0,0.9999999947602483
Tajon Buchanan,ca CAN,"DF,FW",Inter,it Serie A,25,0.0,0.0,0,0.9999992531816906
Ante Budimir,hr CRO,FW,Osasuna,es La Liga,33,0.64,0.12,3,0.9999996694439903
Emi Buendía,ar ARG,"MF,FW",Aston Villa,eng Premier League,27,0.0,0.0,0,1.0
Manu Bueno,es ESP,"MF,FW",Sevilla,es La Liga,20,0.63,0.0,0,1.0
Marius Bülter,de GER,"FW,DF",Hoffenheim,de Bundesliga,31,0.36,0.1,2,0.9999999999999654
Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,eng Premier League,19,0.3,0.12,2,0.9999999999987579
Jonathan Burkardt,de GER,FW,Mainz 05,de Bundesliga,24,0.77,0.09,5,0.999999990200692
Oliver Burke,sct SCO,FW,Werder Bremen,de Bundesliga,27,0.5,0.0,2,0.999999994291076
Wes Burns,wls WAL,"FW,DF",Ipswich Town,eng Premier League,29,0.0,0.1,0,0.5743313442685704
Pau Cabanes,es ESP,"MF,FW",Alavés,es La Liga,19,0.0,0.0,0,0.9999999764903438
Pau Cabanes,es ESP,"MF,FW",Villarreal,es La Liga,19,0.56,0.0,0,1.0
Rémy Cabella,fr FRA,"FW,MF",Lille,fr Ligue 1,34,0.09,0.18,2,1.0
Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,27,0.12,0.0,6,1.0
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,27,0.17,0.06,2,0.9999999777161683
Drissa Camara,ci CIV,"MF,FW",Parma,it Serie A,22,0.0,0.0,0,0.9932720369794994
Mahdi Camara,fr FRA,"MF,FW",Brest,fr Ligue 1,26,0.17,0.1,4,0.9986409916308182
Francesco Camarda,it ITA,"FW,MF",Milan,it Serie A,16,0.0,0.0,0,0.9999999995151789
Nicolò Cambiaghi,it ITA,FW,Bologna,it Serie A,23,0.14,0.43,0,0.9999026979125042
Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,24,0.08,0.12,4,0.9999999997658353
Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,23,0.24,0.16,2,0.9999904668450605
Peio Canales,es ESP,"MF,FW",Athletic Club,es La Liga,19,0.0,0.0,0,0.9999980979512305
Matteo Cancellieri,it ITA,"FW,MF",Parma,it Serie A,22,0.19,0.0,4,0.9999983633488653
Sergi Canós,es ESP,"MF,FW",Valencia,es La Liga,27,0.0,0.24,0,0.9999999915472442
Gianluca Caprari,it ITA,"MF,FW",Monza,it Serie A,31,0.16,0.11,1,0.9999999966763351
Valentin Carboni,ar ARG,"MF,FW",Marseille,fr Ligue 1,19,0.0,0.0,0,1.0
Irvin Cardona,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,0.42,0.25,5,1.0
Irvin Cardona,fr FRA,"FW,MF",Espanyol,es La Liga,26,0.15,0.15,0,0.9617914511659271
Marc Cardona,es ESP,"FW,DF",Las Palmas,es La Liga,29,0.0,0.0,0,1.0
Fabio Carvalho,pt POR,"FW,MF",Brentford,eng Premier League,21,0.39,0.2,0,0.9998541568385183
Josué Casimir,fr FRA,"FW,MF",Le Havre,fr Ligue 1,22,0.18,0.18,2,0.999999999351604
Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,25,0.38,0.11,5,0.9999999999650431
Santiago Castro,ar ARG,FW,Bologna,it Serie A,19,0.31,0.16,5,1.0
Gaetano Castrovilli,it ITA,"MF,FW",Lazio,it Serie A,27,0.0,0.0,0,1.0
Franco Cervi,ar ARG,"FW,MF",Celta Vigo,es La Liga,30,0.0,0.0,0,0.9999966483677339
Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,de Bundesliga,21,0.09,0.27,2,0.9999999910674058
Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,eng Premier League,27,0.11,0.11,2,0.5656247035206795
Gabriel Charpentier,cg CGO,FW,Parma,it Serie A,25,0.33,0.67,0,0.9999999987139727
Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,es La Liga,26,0.0,0.03,4,0.9916112441167263
Walid Cheddira,ma MAR,FW,Espanyol,es La Liga,26,0.14,0.14,2,0.9845928504933373
Sidiki Cherif,fr FRA,FW,Angers,fr Ligue 1,17,0.0,0.0,0,0.9999301161806854
Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,20,0.35,0.48,2,1.0
Federico Chiesa,it ITA,FW,Liverpool,eng Premier League,26,0.0,0.0,0,0.9999985633975504
Chiquinho,pt POR,"MF,FW",Mallorca,es La Liga,24,0.0,0.0,0,1.0
Samuel Chukwueze,ng NGA,"FW,MF",Milan,it Serie A,25,0.29,0.19,2,0.9999999999994618
Jack Clarke,eng ENG,"FW,MF",Ipswich Town,eng Premier League,23,0.0,0.31,2,0.9999999999996065
Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,26,0.38,0.09,2,0.9999999980984191
Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,22,0.24,0.08,5,0.9755428142904199
Andrea Colpani,it ITA,"FW,MF",Fiorentina,it Serie A,25,0.13,0.06,2,0.9999999312214808
Florinel Coman,ro ROU,"FW,MF",Cagliari,it Serie A,26,0.34,0.0,0,0.9999998504557409
Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28,0.35,0.28,2,1.0
Francisco Conceição,pt POR,"FW,MF",Juventus,it Serie A,21,0.2,0.2,4,1.0
Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,26,0.11,0.0,0,0.9999480662967404
Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28,0.1,0.1,0,0.9988420741983229
Maxwel Cornet,ci CIV,"FW,MF",Genoa,it Serie A,27,0.74,0.37,0,0.9999999999143263
Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29,0.45,0.11,6,1.0
Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,29,0.25,0.25,2,0.9842611780851521
Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22,0.09,0.09,2,0.9999999999432161
David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,23,0.0,0.0,6,1.0
Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,23,0.18,0.0,4,0.9999999994162518
Yan Couto,br BRA,"DF,FW",Dortmund,de Bundesliga,22,0.0,0.0,2,1.0
Juan Cruz,es ESP,"FW,MF",Leganés,es La Liga,24,0.2,0.16,2,0.9999999999999538
Cucho,co COL,FW,Betis,es La Liga,25,0.39,0.08,2,0.9999999999582299
Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25,0.52,0.21,2,1.0
Patrick Cutrone,it ITA,FW,Como,it Serie A,26,0.31,0.18,5,0.9999999999991616
Tomáš Čvančara,cz CZE,FW,Gladbach,de Bundesliga,23,0.22,0.0,6,1.0
Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,25,0.12,0.0,0,0.9251141781193236
Thijs Dallinga,nl NED,FW,Bologna,it Serie A,23,0.23,0.16,2,0.9999998676705592
Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24,0.06,0.31,2,0.9999999998850067
Danilo,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,23,0.0,0.0,0,0.999999983423388
Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,27,0.14,0.0,2,0.9999999999999987
Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27,0.91,0.0,0,0.9999999999988081
Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,30,0.07,0.2,4,0.9999957159682376
Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,25,0.22,0.22,3,1.0
Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24,0.56,0.18,3,0.9976777974855364
Keinan Davis,eng ENG,FW,Udinese,it Serie A,26,0.17,0.08,2,0.9999999984263361
Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,fr Ligue 1,23,0.29,0.26,1,0.9999999999529763
Kevin De Bruyne,be BEL,"MF,FW",Manchester City,eng Premier League,33,0.21,0.37,2,1.0
Bobby De Cordova-Reid,jm JAM,FW,Leicester City,eng Premier League,31,0.12,0.24,0,0.9831386772277361
Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23,0.3,0.3,2,0.9999999999999937
Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28,0.43,0.29,3,1.0
Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21,0.42,0.07,5,0.9999999971229734
Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23,0.29,0.1,2,0.9999999987954
Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,32,0.0,0.0,0,0.9999874578081465
Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27,1.09,0.31,7,1.0
Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26,0.73,0.05,3,0.9916110309075294
Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,eng Premier League,25,0.0,0.34,0,0.9999999999999858
Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,27,0.37,0.12,2,0.999999999998892
Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,18,0.21,0.11,2,0.9999999999977938
Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20,0.22,0.06,5,0.9999999999999964
Amad Diallo,ci CIV,"MF,FW",Manchester Utd,eng Premier League,22,0.38,0.28,2,0.9999999999999449
Assane Diao,sn SEN,FW,Betis,es La Liga,18,0.32,0.65,0,0.9999999989394053
Assane Diao,sn SEN,"FW,MF",Como,it Serie A,18,0.58,0.07,2,0.9999999999999951
Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20,0.15,0.19,4,1.0
Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25,0.0,0.0,0,0.9706341431465828
Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24,0.26,0.13,2,1.0
Luis Díaz,co COL,FW,Liverpool,eng Premier League,27,0.49,0.19,2,0.9999999999999813
Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18,0.1,0.0,2,1.0
Diego,es ESP,FW,Leganés,es La Liga,24,0.23,0.0,2,0.9999998820159436
Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,19,0.83,0.0,0,1.0
Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24,0.51,0.0,3,0.9568685194089972
Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,26,0.17,0.29,2,0.9999999999989253
Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,23,0.0,0.3,0,0.9999997891460994
Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,22,0.0,0.23,2,0.9999999989410284
Yan Diomandé,ci CIV,"MF,FW",Leganés,es La Liga,17,0.33,0.16,2,0.9999903979417541
Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24,0.51,0.34,2,0.9999999999493449
Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,24,0.14,0.0,2,0.9999098993202934
Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26,0.31,0.22,2,0.9999999999999725
Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22,0.18,0.36,1,0.9999999999995808
Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18,0.0,0.0,0,0.9999999053682762
Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20,0.21,0.14,2,0.999999999999984
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26,0.0,0.05,4,0.9998563786445226
Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19,0.15,0.05,4,1.0
Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19,0.31,0.31,2,1.0
Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21,0.2,0.14,2,0.9999999999904801
Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24,0.38,0.13,0,0.9996637667900616
Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24,0.31,0.31,0,0.9783069685751443
Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27,0.45,0.07,5,0.9999985798486554
Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30,0.3,0.3,7,1.0
Duk,cv CPV,"MF,FW",Leganés,es La Liga,24,0.0,0.0,0,0.999999999965306
Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28,0.34,0.1,2,0.9999999503579623
Jáder Durán,co COL,FW,Aston Villa,eng Premier League,20,0.99,0.0,6,1.0
Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23,0.26,0.26,2,0.9999999994842748
Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18,0.0,0.0,0,0.9999999998533395
Milan Đurić,ba BIH,FW,Parma,it Serie A,34,0.33,0.0,0,0.9999954826993861
Milan Đurić,ba BIH,FW,Monza,it Serie A,34,0.28,0.07,2,0.9999999996456079
Hugo Duro,es ESP,FW,Valencia,es La Liga,24,0.46,0.08,5,0.9999998767559659
Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30,0.38,0.19,3,1.0
Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,18,1.05,0.0,6,1.0
Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,26,0.0,0.0,0,0.9999997882430869
Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26,0.15,0.19,5,0.9999874492834547
Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26,0.19,0.09,2,1.0
Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17,0.12,0.12,2,0.9881843282950793
Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22,0.53,0.28,1,0.9999999956381966
Jacques Ekomie,ga GAB,"DF,FW",Angers,fr Ligue 1,20,0.0,0.0,2,0.9999999999999998
Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22,0.0,0.0,0,0.9999947096916588
Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,0.16,0.48,0,0.9999999342489673
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22,0.22,0.4,2,1.0
Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26,0.53,0.0,0,0.9999999999824709
Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24,0.35,0.0,2,0.98899707063352
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32,0.06,0.06,2,0.9999999999194658
Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27,0.29,0.2,2,1.0
Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21,0.55,0.12,2,0.9999929929067611
Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20,0.0,0.0,0,0.9999739591768673
Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,20,0.21,0.31,2,0.9999999999994156
Endrick,br BRA,FW,Real Madrid,es La Liga,18,0.25,0.0,0,0.9999999999935909
Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22,0.31,0.0,7,0.9999999999990248
Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26,0.38,0.11,5,1.0
